Experiment Name,Well Name,Cluster ID,Cluster Area (um^2),Number of Nuclei,Cluster Mean Intenisty,Cluster Perimeter (um),Cluster Convex Hull (um),Cluster Convex Hull to Perimeter Ratio,Cluster Distance from Well Edge (um)
110520_proxOrg_FFU,A08,24,2367.8359,5,718.2972,217.7594,207.235,0.9517,172.9248
,,,,,,,,,
110520_proxOrg_FFU,A08,25,54553.8421,104,627.2192,1877.3796,1132.2018,0.6031,86.3064
,,,,,,,,,
110520_proxOrg_FFU,A08,26,574.0697,1,510.492,89.2227,87.4432,0.9801,19.3651
,,,,,,,,,
110520_proxOrg_FFU,A08,27,518.6534,0,508.2853,85.2513,83.9705,0.985,131.6778
,,,,,,,,,
110520_proxOrg_FFU,A08,28,40190.2621,49,660.6249,1396.1247,964.4372,0.6908,97.4514
,,,,,,,,,
110520_proxOrg_FFU,A08,29,555.777,0,524.4269,92.5126,91.5324,0.9894,158.1704
,,,,,,,,,
110520_proxOrg_FFU,A08,30,6.9943,0,526,17.3523,17.7669,1.0239,0.8463
,,,,,,,,,
110520_proxOrg_FFU,A08,31,309.3628,1,529.1948,72.0178,71.7338,0.9961,5.3922
,,,,,,,,,
110520_proxOrg_FFU,A08,32,60879.9077,73,630.0772,1815.3717,1121.7694,0.6179,156.6526
,,,,,,,,,
110520_proxOrg_FFU,A08,33,2194.0547,5,605.0694,178.3411,171.5571,0.962,23.7625
,,,,,,,,,
110520_proxOrg_FFU,A08,34,1086.8049,0,505.496,233.8659,153.547,0.6566,44.5
,,,,,,,,,
110520_proxOrg_FFU,A09,1,38658.5127,37,642.2115,1295.6084,850.5923,0.6565,232.0837
,,,,,,,,,
110520_proxOrg_FFU,A09,2,2095.0586,6,1659.8231,185.7498,179.0974,0.9642,354.1836
,,,,,,,,,
110520_proxOrg_FFU,A09,3,8218.2899,8,702.24,663.8548,478.8832,0.7214,672.9058
,,,,,,,,,
110520_proxOrg_FFU,A09,4,702.6571,2,585.4801,105.3165,103.598,0.9837,702.6906
,,,,,,,,,
110520_proxOrg_FFU,A09,5,2694.4154,1,623.2949,209.2523,202.4522,0.9675,274.9533
,,,,,,,,,
110520_proxOrg_FFU,A09,6,553.6249,0,577.5627,88.0074,86.5312,0.9832,383.5523
,,,,,,,,,
110520_proxOrg_FFU,A09,7,11526.5887,1,645.4033,580.9857,529.2942,0.911,29.9509
,,,,,,,,,
110520_proxOrg_FFU,A09,8,3553.637,0,698.5004,279.3861,261.8268,0.9372,31.5914
,,,,,,,,,
110520_proxOrg_FFU,A09,9,2802.0199,2,672.9581,284.6464,240.0533,0.8433,22.3223
,,,,,,,,,
110520_proxOrg_FFU,A09,10,914.6378,1,600.4324,114.9778,111.7414,0.9719,324.0686
,,,,,,,,,
110520_proxOrg_FFU,A09,11,586.4443,0,522.5358,102.3519,96.7394,0.9452,62.0969
,,,,,,,,,
110520_proxOrg_FFU,A09,12,11.8365,0,546,16.6709,17.4597,1.0473,1.1002
,,,,,,,,,
110520_proxOrg_FFU,A09,13,513.8112,1,544.4534,101.4189,98.1676,0.9679,15.1615
,,,,,,,,,
110520_proxOrg_FFU,A09,14,27.9772,0,547.3846,26.4365,27.0213,1.0221,1.5093
,,,,,,,,,
110520_proxOrg_FFU,A09,15,9550.433,24,770.4971,537.736,458.4251,0.8525,157.5046
,,,,,,,,,
110520_proxOrg_FFU,A09,16,34615.8135,78,768.9746,1164.5851,839.0886,0.7205,180.2762
,,,,,,,,,
110520_proxOrg_FFU,A09,17,3170.5651,3,817.636,246.596,237.5227,0.9632,509.6652
,,,,,,,,,
110520_proxOrg_FFU,A09,18,1204.0938,1,711.265,137.5905,132.2834,0.9614,455.3351
,,,,,,,,,
110520_proxOrg_FFU,A09,19,793.0448,0,512.9858,177.6291,146.6994,0.8259,45.8774
,,,,,,,,,
110520_proxOrg_FFU,A09,20,1176.1166,0,552.441,128.1071,125.6692,0.981,143.4844
,,,,,,,,,
110520_proxOrg_FFU,A09,21,525.1097,4,576.585,86.5404,84.9285,0.9814,51.3162
,,,,,,,,,
110520_proxOrg_FFU,A09,22,2018.6595,0,571.097,168.606,163.3151,0.9686,182.7252
,,,,,,,,,
110520_proxOrg_FFU,A09,23,632.1761,0,587.6749,94.4093,93.1396,0.9866,182.3054
,,,,,,,,,
110520_proxOrg_FFU,A09,24,154.4124,0,500.5749,63.2895,64.1478,1.0136,3.3046
,,,,,,,,,
110520_proxOrg_FFU,A09,25,1205.7079,1,606.1071,142.3169,138.1359,0.9706,38.3428
,,,,,,,,,
110520_proxOrg_FFU,A10,1,5858.5243,12,541.3966,542.1318,482.2636,0.8896,14.2363
,,,,,,,,,
110520_proxOrg_FFU,A10,2,62867.8999,108,614.8253,2171.9496,1131.9744,0.5212,353.6817
,,,,,,,,,
110520_proxOrg_FFU,A10,3,911.9477,0,683.036,113.91,111.6345,0.98,109.043
,,,,,,,,,
110520_proxOrg_FFU,A10,4,50051.1339,89,687.118,1904.1774,1090.93,0.5729,306.6944
,,,,,,,,,
110520_proxOrg_FFU,A10,5,1429.5251,2,584.8468,166.0279,159.7931,0.9624,341.6969
,,,,,,,,,
110520_proxOrg_FFU,A10,6,89180.4161,216,620.6889,3378.4827,1597.6146,0.4729,502.3535
,,,,,,,,,
110520_proxOrg_FFU,A10,7,859.7596,1,541.2071,117.3779,115.3892,0.9831,281.3408
,,,,,,,,,
110520_proxOrg_FFU,A10,8,3081.2534,0,527.044,233.0803,211.022,0.9054,444.6476
,,,,,,,,,
110520_proxOrg_FFU,A10,9,102.2242,1,506.0211,47.9381,48.5685,1.0132,2.7757
,,,,,,,,,
110520_proxOrg_FFU,A10,10,1242.2934,4,575.463,207.6073,186.6167,0.8989,9.0202
,,,,,,,,,
110520_proxOrg_FFU,A10,11,1239.6033,1,563.8932,135.0124,130.4872,0.9665,392.3352
,,,,,,,,,
110520_proxOrg_FFU,A10,12,19967.0817,25,633.632,906.5838,639.874,0.7058,312.5138
,,,,,,,,,
110520_proxOrg_FFU,A10,13,2628.2387,3,625.5656,224.2351,209.8333,0.9358,360.2329
,,,,,,,,,
110520_proxOrg_FFU,A10,14,173.2432,0,603.1429,72.478,70.289,0.9698,3.1481
,,,,,,,,,
110520_proxOrg_FFU,A10,15,15510.6434,26,694.4779,1209.1775,761.8869,0.6301,153.5923
,,,,,,,,,
110520_proxOrg_FFU,A10,16,2229.0262,2,717.225,193.6187,185.4204,0.9577,71.6548
,,,,,,,,,
110520_proxOrg_FFU,A10,17,1493.0117,3,801.9802,149.7561,144.228,0.9631,209.8196
,,,,,,,,,
110520_proxOrg_FFU,A10,18,582.6781,0,560.06,92.1567,91.0398,0.9879,208.6238
,,,,,,,,,
110520_proxOrg_FFU,A10,19,1182.0349,0,529.9231,129.1139,125.2806,0.9703,268.2653
,,,,,,,,,
110520_proxOrg_FFU,A10,20,600.4328,0,741.5538,92.0829,90.6854,0.9848,103.398
,,,,,,,,,
110520_proxOrg_FFU,A10,21,15901.2476,4,763.0405,816.5755,620.8743,0.7603,155.4039
,,,,,,,,,
110520_proxOrg_FFU,A10,22,800.5771,0,526.7567,122.4603,118.1488,0.9648,372.7039
,,,,,,,,,
110520_proxOrg_FFU,A10,23,1113.168,1,697.7337,178.6665,173.7738,0.9726,7.3747
,,,,,,,,,
110520_proxOrg_FFU,A10,24,32352.3539,59,728.8754,1188.431,777.6046,0.6543,91.7473
,,,,,,,,,
110520_proxOrg_FFU,A10,25,750.541,1,627.2552,101.7443,99.7025,0.9799,115.324
,,,,,,,,,
110520_proxOrg_FFU,A10,26,1347.7457,3,2280.6567,139.1007,135.9456,0.9773,16.9003
,,,,,,,,,
110520_proxOrg_FFU,A10,27,658.5392,1,523.1446,96.128,95.2507,0.9909,12.5713
,,,,,,,,,
110520_proxOrg_FFU,A10,28,5559.3839,5,681.2733,447.1759,362.8603,0.8114,21.3662
,,,,,,,,,
110520_proxOrg_FFU,A10,29,18396.5948,19,707.2448,1130.5061,766.2882,0.6778,672.7781
,,,,,,,,,
110520_proxOrg_FFU,A10,30,628.948,0,580.6681,140.8194,138.5017,0.9835,6.8286
,,,,,,,,,
110520_proxOrg_FFU,A10,31,1078.1966,0,512.2615,125.6765,121.9017,0.97,66.7295
,,,,,,,,,
110520_proxOrg_FFU,A10,32,253.4085,0,552.896,138.1065,135.9472,0.9844,2.526
,,,,,,,,,
110520_proxOrg_FFU,A10,33,200.6823,0,537.2225,58.7105,58.8061,1.0016,5.2741
,,,,,,,,,
110520_proxOrg_FFU,A10,34,2130.0301,3,626.2864,200.6283,193.1074,0.9625,431.3116
,,,,,,,,,
110520_proxOrg_FFU,A10,35,2162.8494,0,531.7435,185.4244,177.4603,0.957,785.5496
,,,,,,,,,
110520_proxOrg_FFU,A10,36,26600.8961,16,605.2244,1338.3346,848.1028,0.6337,395.8835
,,,,,,,,,
110520_proxOrg_FFU,A10,37,3598.2928,2,623.4182,343.1231,306.3223,0.8927,254.7647
,,,,,,,,,
110520_proxOrg_FFU,A10,38,13863.2193,18,736.1774,815.1949,624.195,0.7657,819.7453
,,,,,,,,,
110520_proxOrg_FFU,A10,39,1354.74,1,668.9079,143.8144,139.4287,0.9695,518.3296
,,,,,,,,,
110520_proxOrg_FFU,A10,40,30547.2893,58,743.9629,1325.2917,884.5048,0.6674,450.6544
,,,,,,,,,
110520_proxOrg_FFU,A10,41,3380.3938,1,652.6179,238.328,227.2183,0.9534,663.3033
,,,,,,,,,
110520_proxOrg_FFU,A10,42,1089.4951,1,574.2741,162.8117,152.9747,0.9396,757.6898
,,,,,,,,,
110520_proxOrg_FFU,A10,43,4275.1248,2,694.6256,268.2451,254.9578,0.9505,168.9412
,,,,,,,,,
110520_proxOrg_FFU,A10,44,1134.6889,3,936.4618,130.4029,127.8304,0.9803,229.5586
,,,,,,,,,
110520_proxOrg_FFU,A10,45,1284.2591,1,571.5873,177.9114,170.6512,0.9592,692.6384
,,,,,,,,,
110520_proxOrg_FFU,A10,46,1104.5597,2,710.3604,124.0315,120.6434,0.9727,720.9947
,,,,,,,,,
110520_proxOrg_FFU,A10,47,2546.9973,1,695.4903,245.2765,223.058,0.9094,677.5558
,,,,,,,,,
110520_proxOrg_FFU,A10,48,2000.9047,1,590.1506,189.2914,179.7833,0.9498,844.3133
,,,,,,,,,
110520_proxOrg_FFU,A10,49,1889.5341,4,771.742,166.1754,161.205,0.9701,758.6984
,,,,,,,,,
110520_proxOrg_FFU,A10,50,1726.5134,1,534.6881,163.6279,158.114,0.9663,424.9609
,,,,,,,,,
110520_proxOrg_FFU,A10,51,506.2789,1,538.7545,82.747,81.7396,0.9878,66.7973
,,,,,,,,,
110520_proxOrg_FFU,A10,52,666.0715,1,558.7884,97.0179,95.4948,0.9843,45.2647
,,,,,,,,,
110520_proxOrg_FFU,A10,53,886.6607,0,522.1292,112.3692,109.7318,0.9765,164.2062
,,,,,,,,,
110520_proxOrg_FFU,A10,54,31502.8168,30,648.6283,1775.8565,1405.1132,0.7912,114.7094
,,,,,,,,,
110520_proxOrg_FFU,A10,55,12397.6467,24,936.0628,871.5917,588.186,0.6748,41.7719
,,,,,,,,,
110520_proxOrg_FFU,A10,56,605.275,1,648.1938,96.9136,95.1609,0.9819,103.8605
,,,,,,,,,
110520_proxOrg_FFU,A10,57,924.8602,1,936.5131,115.021,113.3738,0.9857,16.5892
,,,,,,,,,
110520_proxOrg_FFU,A10,58,41186.1413,26,633.3832,1414.0288,923.5245,0.6531,205.6884
,,,,,,,,,
110520_proxOrg_FFU,A10,59,4086.817,3,513.3004,274.3953,253.2032,0.9228,182.9339
,,,,,,,,,
110520_proxOrg_FFU,A10,60,4760.9589,7,671.5812,331.3998,295.4902,0.8916,32.5966
,,,,,,,,,
110520_proxOrg_FFU,A10,61,793.5828,1,557.2705,104.752,103.6798,0.9898,11.9229
,,,,,,,,,
110520_proxOrg_FFU,A11,1,9837.1988,32,921.5394,569.0464,472.9972,0.8312,38.6115
,,,,,,,,,
110520_proxOrg_FFU,A11,2,1119.6243,4,756.5334,130.5072,126.1821,0.9669,147.2449
,,,,,,,,,
110520_proxOrg_FFU,A11,3,6566.0235,19,1122.1631,565.8607,497.6281,0.8794,17.133
,,,,,,,,,
110520_proxOrg_FFU,A11,4,1632.8975,2,862.9736,156.0106,151.9398,0.9739,98.6257
,,,,,,,,,
110520_proxOrg_FFU,A11,5,13306.3663,31,880.5625,805.0301,548.6837,0.6816,645.9372
,,,,,,,,,
110520_proxOrg_FFU,A11,6,991.037,3,854.336,139.7694,133.9322,0.9582,752.0328
,,,,,,,,,
110520_proxOrg_FFU,A11,7,1066.8981,2,772.0524,122.6382,119.2753,0.9726,46.2569
,,,,,,,,,
110520_proxOrg_FFU,A11,8,1041.0731,3,816.354,125.7502,123.1262,0.9791,89.0537
,,,,,,,,,
110520_proxOrg_FFU,A11,9,1363.8864,7,616.5602,139.3092,135.4516,0.9723,704.6513
,,,,,,,,,
110520_proxOrg_FFU,A11,10,3167.875,3,688.841,302.7412,263.3403,0.8699,707.954
,,,,,,,,,
110520_proxOrg_FFU,A11,11,4034.6289,2,644.9172,303.4225,275.8852,0.9092,754.3075
,,,,,,,,,
110520_proxOrg_FFU,A11,12,899.0352,0,526.8396,115.7329,112.3953,0.9712,171.585
,,,,,,,,,
110520_proxOrg_FFU,A11,13,627.3339,1,530.0094,92.1567,90.8951,0.9863,15.8985
,,,,,,,,,
110520_proxOrg_FFU,A11,14,791.4307,0,509.3542,107.0046,104.5856,0.9774,98.9582
,,,,,,,,,
110520_proxOrg_FFU,A11,15,72.633,0,506.8519,41.7879,42.4315,1.0154,2.3146
,,,,,,,,,
110520_proxOrg_FFU,A11,16,3095.78,0,525.463,253.5445,227.4361,0.897,97.752
,,,,,,,,,
110520_proxOrg_FFU,A11,17,718.2597,1,541.9281,98.8103,97.0913,0.9826,17.238
,,,,,,,,,
110520_proxOrg_FFU,A11,18,2092.3685,2,781.938,210.971,194.1294,0.9202,163.1557
,,,,,,,,,
110520_proxOrg_FFU,A11,19,2133.2582,2,791.4189,244.2086,215.3914,0.882,103.8777
,,,,,,,,,
110520_proxOrg_FFU,A11,20,3675.768,2,753.2724,308.6397,279.4113,0.9053,108.828
,,,,,,,,,
110520_proxOrg_FFU,A11,21,20107.5055,17,678.5016,690.543,593.905,0.8601,484.1763
,,,,,,,,,
110520_proxOrg_FFU,A11,22,2234.4064,1,727.0819,230.7234,218.3221,0.9463,388.5893
,,,,,,,,,
110520_proxOrg_FFU,A11,23,152.7983,1,505.9542,62.031,61.8394,0.9969,3.0735
,,,,,,,,,
110520_proxOrg_FFU,A11,24,2619.6303,2,532.3913,192.1822,185.5271,0.9654,145.3112
,,,,,,,,,
110520_proxOrg_FFU,A11,25,1125.5425,0,521.5143,126.1062,123.0347,0.9756,107.2486
,,,,,,,,,
110520_proxOrg_FFU,A11,26,5800.4179,4,661.7663,428.7304,358.2321,0.8356,118.3248
,,,,,,,,,
110520_proxOrg_FFU,A11,27,7340.2376,10,545.385,323.0885,309.4589,0.9578,138.5299
,,,,,,,,,
110520_proxOrg_FFU,A12,1,3566.0115,3,750.6379,350.2675,318.061,0.9081,355.2551
,,,,,,,,,
110520_proxOrg_FFU,A12,2,520.2675,0,533.8469,98.0247,94.7348,0.9664,300.5135
,,,,,,,,,
110520_proxOrg_FFU,A12,3,2177.376,1,749.6588,184.8167,177.2956,0.9593,397.4202
,,,,,,,,,
110520_proxOrg_FFU,A12,4,1405.3141,2,710.2263,168.3975,157.7833,0.937,429.6379
,,,,,,,,,
110520_proxOrg_FFU,A12,5,1006.6396,2,589.6708,125.0688,121.9678,0.9752,150.9975
,,,,,,,,,
110520_proxOrg_FFU,A12,6,7396.1919,2,718.7661,558.8511,433.6661,0.776,508.7334
,,,,,,,,,
110520_proxOrg_FFU,A12,7,14892.9939,13,686.2524,942.0129,638.8694,0.6782,228.9926
,,,,,,,,,
110520_proxOrg_FFU,A12,8,1125.0045,1,600.461,129.9732,126.5321,0.9735,253.9213
,,,,,,,,,
110520_proxOrg_FFU,A12,9,2077.3039,2,775.1215,178.0588,172.4046,0.9682,250.32
,,,,,,,,,
110520_proxOrg_FFU,A12,10,646.1647,1,534.4413,97.1653,95.2484,0.9803,418.9144
,,,,,,,,,
110520_proxOrg_FFU,A12,11,985.6568,0,526.5322,145.4289,137.3819,0.9447,840.1059
,,,,,,,,,
110520_proxOrg_FFU,A12,12,2060.0872,8,612.4649,199.1613,191.9091,0.9636,207.3283
,,,,,,,,,
110520_proxOrg_FFU,A12,13,45377.3346,59,675.0971,2043.3518,1240.4319,0.6071,345.8998
,,,,,,,,,
110520_proxOrg_FFU,A12,14,1477.9471,0,544.5672,147.8595,143.243,0.9688,728.2374
,,,,,,,,,
110520_proxOrg_FFU,A12,15,2657.2919,2,596.8895,238.5797,226.5746,0.9497,262.4644
,,,,,,,,,
110520_proxOrg_FFU,A12,16,45128.7683,66,795.1822,1729.7034,965.8222,0.5584,224.5579
,,,,,,,,,
110520_proxOrg_FFU,A12,17,1092.7232,2,1195.5421,130.0775,124.783,0.9593,103.6418
,,,,,,,,,
110520_proxOrg_FFU,A12,18,1340.2134,0,535.4564,139.3397,134.2798,0.9637,207.6758
,,,,,,,,,
110520_proxOrg_FFU,A12,19,1182.5729,3,747.9377,134.5522,129.3424,0.9613,111.2418
,,,,,,,,,
110520_proxOrg_FFU,A12,20,11896.21,17,812.0716,606.4028,483.5534,0.7974,61.4257
,,,,,,,,,
110520_proxOrg_FFU,A12,21,918.404,0,535.6134,140.6287,136.7769,0.9726,45.4054
,,,,,,,,,
110520_proxOrg_FFU,A12,22,5542.7052,7,685.8151,408.0576,350.3044,0.8585,567.2382
,,,,,,,,,
110520_proxOrg_FFU,A12,23,3530.502,3,663.4863,282.338,259.6277,0.9196,495.1599
,,,,,,,,,
110520_proxOrg_FFU,A12,24,16919.7237,10,672.9698,901.5625,651.6515,0.7228,825.0356
,,,,,,,,,
110520_proxOrg_FFU,A12,25,2706.2519,2,827.2843,248.5664,226.0697,0.9095,921.4128
,,,,,,,,,
110520_proxOrg_FFU,A12,26,6026.9252,6,747.412,429.1296,342.4197,0.7979,891.3904
,,,,,,,,,
110520_proxOrg_FFU,A12,27,652.083,1,555.2962,104.4266,103.9511,0.9954,101.2788
,,,,,,,,,
110520_proxOrg_FFU,A12,28,614.9594,0,539.7087,95.6983,94.3359,0.9858,507.9767
,,,,,,,,,
110520_proxOrg_FFU,A12,29,3973.2943,5,528.9324,268.779,258.1624,0.9605,26.3867
,,,,,,,,,
110520_proxOrg_FFU,B01,1,29274.3286,53,690.7127,1122.7414,825.9095,0.7356,340.7349
,,,,,,,,,
110520_proxOrg_FFU,B01,2,849.5371,3,708.2977,125.1426,120.9755,0.9667,437.2693
,,,,,,,,,
110520_proxOrg_FFU,B01,3,771.5239,1,505.1004,109.0056,106.0374,0.9728,240.1704
,,,,,,,,,
110520_proxOrg_FFU,B01,4,18995.9516,9,571.5706,1168.5639,827.8045,0.7084,20.4034
,,,,,,,,,
110520_proxOrg_FFU,B01,5,299.6784,0,536.8654,151.5612,149.3476,0.9854,2.8181
,,,,,,,,,
110520_proxOrg_FFU,B01,6,690.8206,1,534.7516,97.9509,95.8853,0.9789,11.8165
,,,,,,,,,
110520_proxOrg_FFU,B01,7,1148.6775,1,567.6623,136.4489,132.7374,0.9728,647.9518
,,,,,,,,,
110520_proxOrg_FFU,B01,8,20763.3547,44,736.5804,809.1489,657.934,0.8131,735.7114
,,,,,,,,,
110520_proxOrg_FFU,B01,9,18791.5031,22,797.8518,1219.7719,687.2099,0.5634,169.2266
,,,,,,,,,
110520_proxOrg_FFU,B01,10,671.4518,1,853.77,99.4179,97.444,0.9801,610.6298
,,,,,,,,,
110520_proxOrg_FFU,B01,11,14504.5418,38,778.5364,714.3099,517.9562,0.7251,691.4906
,,,,,,,,,
110520_proxOrg_FFU,B01,12,20.9829,0,489.8462,21.5016,22.4965,1.0463,1.6175
,,,,,,,,,
110520_proxOrg_FFU,B01,13,2819.7746,2,528.2837,243.0544,219.7208,0.904,342.841
,,,,,,,,,
110520_proxOrg_FFU,B02,1,844.1569,4,529.4092,107.3606,105.5679,0.9833,36.3733
,,,,,,,,,
110520_proxOrg_FFU,B02,2,2456.0716,4,653.9538,201.6961,188.8567,0.9363,31.3835
,,,,,,,,,
110520_proxOrg_FFU,B02,3,3523.5077,5,712.9733,334.2169,290.1981,0.8683,245.7378
,,,,,,,,,
110520_proxOrg_FFU,B02,4,21033.4418,46,709.4032,857.3313,699.0471,0.8154,135.0107
,,,,,,,,,
110520_proxOrg_FFU,B02,5,6088.7978,7,753.4858,542.1496,381.5722,0.7038,385.9941
,,,,,,,,,
110520_proxOrg_FFU,B02,6,6365.3412,11,744.9733,479.5415,374.3736,0.7807,1094.1258
,,,,,,,,,
110520_proxOrg_FFU,B02,7,1758.7947,2,724.126,163.4931,158.1894,0.9676,896.6031
,,,,,,,,,
110520_proxOrg_FFU,B02,8,539.0983,1,533.2974,100.529,98.7433,0.9822,955.0005
,,,,,,,,,
110520_proxOrg_FFU,B02,9,1677.5534,1,1332.8441,153.8317,149.0087,0.9686,985.6974
,,,,,,,,,
110520_proxOrg_FFU,B02,10,864.0637,0,638.9813,110.1166,107.6404,0.9775,708.552
,,,,,,,,,
110520_proxOrg_FFU,B02,11,8149.423,13,752.2641,678.9545,549.5593,0.8094,488.2994
,,,,,,,,,
110520_proxOrg_FFU,B02,12,2173.6099,0,579.7426,190.2856,182.6626,0.9599,785.1446
,,,,,,,,,
110520_proxOrg_FFU,B02,13,3701.0551,5,748.3535,382.4805,305.9126,0.7998,712.0928
,,,,,,,,,
110520_proxOrg_FFU,B02,14,41785.498,36,668.1934,1429.1896,900.1905,0.6299,298.3268
,,,,,,,,,
110520_proxOrg_FFU,B02,15,920.5561,1,777.7954,116.3406,113.5038,0.9756,556.6187
,,,,,,,,,
110520_proxOrg_FFU,B02,16,25134.7855,33,636.7557,970.8495,747.5729,0.77,128.347
,,,,,,,,,
110520_proxOrg_FFU,B02,17,1047.5293,0,511.0175,120.0602,117.4119,0.9779,195.9113
,,,,,,,,,
110520_proxOrg_FFU,B02,18,3791.4428,1,711.8364,401.76,380.5945,0.9473,117.7147
,,,,,,,,,
110520_proxOrg_FFU,B02,19,590.7484,1,804.357,90.0083,89.1097,0.99,394.8168
,,,,,,,,,
110520_proxOrg_FFU,B02,20,853.8413,2,918.3693,115.8804,113.6076,0.9804,270.3505
,,,,,,,,,
110520_proxOrg_FFU,B02,21,1051.2955,2,684.9524,127.3215,123.0069,0.9661,303.0248
,,,,,,,,,
110520_proxOrg_FFU,B02,22,1777.6255,0,659.9416,169.7907,161.5828,0.9517,426.6884
,,,,,,,,,
110520_proxOrg_FFU,B02,23,9483.1802,13,699.9635,528.4864,418.8561,0.7926,64.3967
,,,,,,,,,
110520_proxOrg_FFU,B02,24,141.4999,0,510.1901,51.5535,51.7597,1.004,5.9182
,,,,,,,,,
110520_proxOrg_FFU,B02,25,1303.6279,0,579.4168,136.8048,131.6475,0.9623,93.4437
,,,,,,,,,
110520_proxOrg_FFU,B02,26,479.9158,0,600.7231,103.7147,95.1782,0.9177,7.7149
,,,,,,,,,
110520_proxOrg_FFU,B03,1,57437.1033,93,696.7127,2385.0332,1383.7421,0.5802,82.2529
,,,,,,,,,
110520_proxOrg_FFU,B03,2,14671.8668,33,703.3135,710.4429,534.5245,0.7524,389.3361
,,,,,,,,,
110520_proxOrg_FFU,B03,3,50018.3145,45,612.5923,1954.564,1130.776,0.5785,97.3835
,,,,,,,,,
110520_proxOrg_FFU,B03,4,912.4857,1,570.3768,115.4812,113.121,0.9796,217.9877
,,,,,,,,,
110520_proxOrg_FFU,B03,5,849.5371,2,523.5662,125.4985,119.3865,0.9513,258.3533
,,,,,,,,,
110520_proxOrg_FFU,B03,6,6046.294,12,616.8184,357.7753,327.2239,0.9146,31.1802
,,,,,,,,,
110520_proxOrg_FFU,B03,7,797.887,1,753.5711,110.2946,108.4444,0.9832,281.5582
,,,,,,,,,
110520_proxOrg_FFU,B03,8,609.0412,2,550.6502,93.372,91.6511,0.9816,354.9163
,,,,,,,,,
110520_proxOrg_FFU,B03,9,7242.8555,4,695.0146,500.466,413.3056,0.8258,237.0383
,,,,,,,,,
110520_proxOrg_FFU,B03,10,981.8906,3,827.9929,118.5932,116.0219,0.9783,426.9523
,,,,,,,,,
110520_proxOrg_FFU,B03,11,754.3072,1,542.8673,213.8745,196.1678,0.9172,6.151
,,,,,,,,,
110520_proxOrg_FFU,B03,12,3319.5973,0,537.4627,233.5099,222.6743,0.9536,607.4158
,,,,,,,,,
110520_proxOrg_FFU,B03,13,687.0544,1,794.0713,98.9883,96.9738,0.9796,60.0462
,,,,,,,,,
110520_proxOrg_FFU,B03,14,1355.278,3,575.3672,167.2432,160.7117,0.9609,164.991
,,,,,,,,,
110520_proxOrg_FFU,B03,15,2069.2336,1,682.2236,179.4826,174.596,0.9728,349.9702
,,,,,,,,,
110520_proxOrg_FFU,B03,16,16071.2626,21,659.6183,703.1079,554.4159,0.7885,359.699
,,,,,,,,,
110520_proxOrg_FFU,B03,17,41322.2609,50,658.6306,1602.8421,986.3581,0.6154,125.9725
,,,,,,,,,
110520_proxOrg_FFU,B03,18,31339.258,43,661.1251,1714.4384,1033.806,0.603,367.8429
,,,,,,,,,
110520_proxOrg_FFU,B03,19,842.0048,1,566.3182,116.5923,112.7497,0.967,379.7196
,,,,,,,,,
110520_proxOrg_FFU,B03,20,4231.545,0,543.6037,246.8172,235.7697,0.9552,344.6726
,,,,,,,,,
110520_proxOrg_FFU,B03,21,1986.3781,1,712.1942,173.7926,168.3664,0.9688,341.015
,,,,,,,,,
110520_proxOrg_FFU,B03,22,716.1076,0,525.8422,99.24,97.5155,0.9826,126.4281
,,,,,,,,,
110520_proxOrg_FFU,B03,23,8551.3256,8,714.5332,516.7504,432.7683,0.8375,319.8237
,,,,,,,,,
110520_proxOrg_FFU,B03,24,516.5014,0,533.9385,87.7557,86.1579,0.9818,226.6053
,,,,,,,,,
110520_proxOrg_FFU,B03,25,768.2958,1,1033.9545,102.7816,100.4876,0.9777,281.6662
,,,,,,,,,
110520_proxOrg_FFU,B03,26,1027.6225,0,530.2984,121.3492,118.7743,0.9788,47.723
,,,,,,,,,
110520_proxOrg_FFU,B03,27,509.5071,1,544.849,83.9623,82.8491,0.9867,13.7025
,,,,,,,,,
110520_proxOrg_FFU,B03,28,1459.6544,2,691.9937,167.7161,160.3043,0.9558,120.2866
,,,,,,,,,
110520_proxOrg_FFU,B03,29,16100.8539,36,729.4596,688.3641,563.4504,0.8185,74.9049
,,,,,,,,,
110520_proxOrg_FFU,B03,30,9794.6951,9,637.8151,592.1193,483.1134,0.8159,573.7474
,,,,,,,,,
110520_proxOrg_FFU,B03,31,1011.4818,2,608.2032,134.2268,129.9108,0.9678,443.9647
,,,,,,,,,
110520_proxOrg_FFU,B03,32,593.4385,2,511.4216,97.1653,94.6543,0.9742,343.11
,,,,,,,,,
110520_proxOrg_FFU,B03,33,562.7713,0,518.4235,88.6887,87.3709,0.9851,167.0008
,,,,,,,,,
110520_proxOrg_FFU,B03,34,2284.9805,4,565.8359,249.5732,218.5859,0.8758,115.9544
,,,,,,,,,
110520_proxOrg_FFU,B03,35,21858.23,39,637.7279,1371.3026,779.1218,0.5682,113.6137
,,,,,,,,,
110520_proxOrg_FFU,B03,36,1020.0902,0,647.5622,131.8699,129.3266,0.9807,60.1606
,,,,,,,,,
110520_proxOrg_FFU,B03,37,729.5582,0,608.1999,161.609,142.4667,0.8816,7.2024
,,,,,,,,,
110520_proxOrg_FFU,B03,38,5.3802,0,502.6,12.9513,13.4411,1.0378,0.8802
,,,,,,,,,
